number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price
361,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,379. Kippu Japanese Restaurant,"“Among the dishes I can vouch for: miso, gyoza, tendon, udon and tempura.”","“Among the dishes I can vouch for: miso, gyoza, tendon, udon and tempura.”",40,158,"Japanese, Sushi",$$ - $$$,mid_range
362,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,380. Kusakabe,“The omakase menu was absolutely fabulous.”,“The omakase menu was absolutely fabulous.”,45,98,"Japanese, Sushi",$$$$,fine_dining
363,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,381. Mario's Bohemian Cigar Store and Cafe,“... toasted sandwich - both very tasty”,“... toasted sandwich - both very tasty”,40,163,"Italian, Cafe",$,cheap_eats
364,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,382. Mochica,“... by my wife's Lomo Saltado - Yum.”,“... by my wife's Lomo Saltado - Yum.”,45,89,"Peruvian, Latin",$$ - $$$,mid_range
365,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,383. Monsieur Benjamin,"“We had leek and potato croquettes , Shrimps, fries, and something else.”","“We had leek and potato croquettes , Shrimps, fries, and something else.”",40,249,"French, European",$$$$,fine_dining
366,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,384. Benjarong Thai Cuisine,“Christmas Eve dinner”,“Christmas Eve dinner”,45,174,"Asian, Thai",$$ - $$$,mid_range
367,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,385. Bella Trattoria,“Osteria Bella”,“Osteria Bella”,45,113,Italian,$$ - $$$,mid_range
368,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,386. The Old Clam House,"“... linguine with clams , fish and chips...”","“... linguine with clams , fish and chips...”",40,151,"American, Seafood",$$ - $$$,mid_range
369,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,387. Mathilde French Bistro,“*Pan sauteed chicken liver salad (4.5 s...”,“*Pan sauteed chicken liver salad (4.5 s...”,45,69,"French, European",$$ - $$$,mid_range
370,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,388. 1760,"“We had the lumpia, cauliflower, the fried duck sandwich, finishing with the p...”","“We had the lumpia, cauliflower, the fried duck sandwich, finishing with the p...”",45,105,Contemporary,$$ - $$$,mid_range
371,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,389. Chowder Hut Grill,“Great spot for casual fish and chips !”,“Great spot for casual fish and chips !”,40,661,"American, Seafood",$,cheap_eats
372,https://www.tripadvisor.com/Restaurants-g60713-oa360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,390. Le Central,"“However, the onion soup, duck rilletes, pan seared salmon are all outstanding...”","“However, the onion soup, duck rilletes, pan seared salmon are all outstanding...”",40,222,"French, European",$$ - $$$,mid_range
373,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,Sweet Maple,“Chicken sausage curry scramble...amazing.”,“Chicken sausage curry scramble...amazing.”,45,892,"American, Cafe",$$ - $$$,mid_range
374,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,391. Heirloom Cafe,“The salad with lamb might be an all time salad highlight.”,“The salad with lamb might be an all time salad highlight.”,45,91,American,$$ - $$$,mid_range
375,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,392. Press Club,“Upscale wine bar ”,“Upscale wine bar ”,45,133,"Bar, Wine Bar",$$ - $$$,mid_range
376,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,393. Thad's Cozy,“Quick service breakfast diner”,“Quick service breakfast diner”,45,60,"American, Cafe",$,cheap_eats
377,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,394. North Beach Pizza,“ Best pizza ”,“ Best pizza ”,45,119,"Italian, Pizza",$$ - $$$,mid_range
378,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,395. RN74,“woth every star”,“woth every star”,40,242,"French, Wine Bar",$$$$,fine_dining
379,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,396. Front Porch,"“And to boot, the chef accidentally made an extra order of fried pickles , so w...”","“And to boot, the chef accidentally made an extra order of fried pickles , so w...”",40,135,"American, Bar",$$ - $$$,mid_range
380,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,397. 5A5 Steak Lounge,“Phenomenal - Nothing but Spectacular Steak ”,“Phenomenal - Nothing but Spectacular Steak ”,40,285,"Japanese, American",$$$$,fine_dining
381,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,398. Lori's Diner,“... and homestyle cooking.. Had the hot meatloaf sandwich.....just like home.”,“... and homestyle cooking.. Had the hot meatloaf sandwich.....just like home.”,40,3421,"American, Diner",$$ - $$$,mid_range
382,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,399. The Bell Tower,“... grilled zucchini & scratch mashed potatoes and my Son's dish was a regula...”,“... grilled zucchini & scratch mashed potatoes and my Son's dish was a regula...”,45,104,"American, Bar",$$ - $$$,mid_range
383,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,400. Jack's Cannery Bar and Oyster Pier,“The burger was amazing.”,“The burger was amazing.”,40,444,"American, Bar",$$ - $$$,mid_range
384,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,401. Americano Restaurant and Bar,“Thoroughly enjoyable meal”,“Thoroughly enjoyable meal”,40,171,"Italian, American",$$ - $$$,mid_range
385,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,402. Cafe De La Presse,“We shared mussels and a burger and both...”,“We shared mussels and a burger and both...”,40,1397,"French, Cafe",$$ - $$$,mid_range
386,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,403. Morning Due Cafe,“Lovely”,“Lovely”,45,78,"American, Cafe",$,cheap_eats
387,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,404. Tacolicious,"“Loud music, great grub.”","“Loud music, great grub.”",40,138,"Mexican, Southwestern",$$ - $$$,mid_range
388,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,405. Bluestem Brasserie,“Molto buona pasta del giorno!”,“Molto buona pasta del giorno!”,40,531,"Seafood, American",$$ - $$$,mid_range
389,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,406. Trace,“... flavor of the oyster was always com...”,“... flavor of the oyster was always com...”,40,206,American,$$ - $$$,mid_range
390,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,407. Chambers - Phoenix Hotel,"“Good food, good service”","“Good food, good service”",45,100,American,$$ - $$$,mid_range
391,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,408. Toast Eatery,"“The best corned beef hash ever, set a n...”","“The best corned beef hash ever, set a n...”",40,119,"American, Diner",$$ - $$$,mid_range
392,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,409. Sam Wo,"“The chow fun, chicken wings, and beef fried rice were delicious and so copiou...”","“The chow fun, chicken wings, and beef fried rice were delicious and so copiou...”",40,176,"Chinese, Asian",$,cheap_eats
393,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,410. Garden Court,"“... sushi, dim sum , cold seafood, ciopp...”","“... sushi, dim sum , cold seafood, ciopp...”",40,295,American,$$$$,fine_dining
394,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,411. Cafe Bastille,"“Steak Tartare, Duck Confit Cassoulet, Steak Frites and Chocolate Pear Tarte m...”","“Steak Tartare, Duck Confit Cassoulet, Steak Frites and Chocolate Pear Tarte m...”",40,195,"French, European",$$ - $$$,mid_range
395,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,412. Bask,“The meatballs and the mushrooms were 2 favorites.”,“The meatballs and the mushrooms were 2 favorites.”,40,158,"Mediterranean, Spanish",$$ - $$$,mid_range
396,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,413. Village Pizzeria,"“Really good food, friendly neighborhood...”","“Really good food, friendly neighborhood...”",45,80,"Italian, Pizza",$$ - $$$,mid_range
397,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,414. Grandeho's Kamekyo,"“We tried their Sashimi , Swamp Rolls, Cherry Blossom, Poke Rolls and Rainbow R...”","“We tried their Sashimi , Swamp Rolls, Cherry Blossom, Poke Rolls and Rainbow R...”",40,137,"Japanese, Sushi",$$ - $$$,mid_range
398,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,415. Tanguito,"“Also had the chicken sandwich, pork ribs , and garlic fries.”","“Also had the chicken sandwich, pork ribs , and garlic fries.”",45,118,"Latin, Fast Food",$,cheap_eats
399,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,416. Ben Thai Cafe,“Delicious Thai & impeccable service”,“Delicious Thai & impeccable service”,45,75,"Thai, Asian",$$ - $$$,mid_range
400,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,417. Miller's East Coast Deli,“For those who want lighter dishes the matzo ball soup and salads are deliciou...”,“For those who want lighter dishes the matzo ball soup and salads are deliciou...”,40,151,"American, Deli",$$ - $$$,mid_range
401,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,418. Patxi's Chicago Pizza,"“Forget Chicago, in San Francisco go to Patxi's for Deep Dish Pizza ”","“Forget Chicago, in San Francisco go to Patxi's for Deep Dish Pizza ”",40,193,"Pizza, Italian",$$ - $$$,mid_range
402,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,419. Z & Y Restaurant,“My wife had beef Chow Mein which was also delicious.”,“My wife had beef Chow Mein which was also delicious.”,40,506,"Chinese, Asian",$$ - $$$,mid_range
403,https://www.tripadvisor.com/Restaurants-g60713-oa390-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,420. PABU Izakaya,"“The spinach was really good, the seaweed salad was not our favorite.”","“The spinach was really good, the seaweed salad was not our favorite.”",40,180,"Japanese, Sushi",$$$$,fine_dining
404,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,Pineapple Bistro & Bar,“Skip it”,“Skip it”,10,1,American,$$ - $$$,mid_range
405,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,421. Roy's Restaurant,“The flavor of both the beef and crab somehow stay distinct and the overall ta...”,“The flavor of both the beef and crab somehow stay distinct and the overall ta...”,40,348,"American, Seafood",$$$$,fine_dining
406,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,422. DOSA on Valencia,“... tray and they light up the underneath with candles to keep your curry warm.”,“... tray and they light up the underneath with candles to keep your curry warm.”,40,245,Indian,$$ - $$$,mid_range
407,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,423. Chart House,"“Food was delicious, the calamari was to die for!”","“Food was delicious, the calamari was to die for!”",40,530,"American, Seafood",$$ - $$$,mid_range
408,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,424. Out the Door,“ Sticky rice with pork”,“ Sticky rice with pork”,40,128,"Fast Food, Asian",$,cheap_eats
409,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,425. Saiwalks,"“The spring rolls were good, the beef vegetable soup was okay, beef stir fry w...”","“The spring rolls were good, the beef vegetable soup was okay, beef stir fry w...”",45,111,"Asian, Vietnamese",$$ - $$$,mid_range
410,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,426. Dobbs Ferry,"“We ordered the bone marrow, arancini, pork belly and cheesecake for dessert.”","“We ordered the bone marrow, arancini, pork belly and cheesecake for dessert.”",40,147,American,$$ - $$$,mid_range
411,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,427. Tosca Cafe,“My pork was perfect...tender and served with delicious potato side .”,“My pork was perfect...tender and served with delicious potato side .”,40,173,Italian,$$ - $$$,mid_range
412,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,428. Hinodeya Ramen Bar,"“Creamy Vegan Ramen - Super Unique, Must Try!”","“Creamy Vegan Ramen - Super Unique, Must Try!”",45,50,"Japanese, Asian",$$ - $$$,mid_range
413,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,429. Rusty’s Southern,“Amazing find out of the tourist area”,“Amazing find out of the tourist area”,45,58,American,$$ - $$$,mid_range
414,https://www.tripadvisor.com/Restaurants-g60713-oa420-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1524,430. Mensho Tokyo,"“The broth was thick and flavorful, the duck and pork were delicious and the n...”","“The broth was thick and flavorful, the duck and pork were delicious and the n...”",45,92,"Japanese, Soups",$$ - $$$,mid_range
